2020-07-24,279.6
2020-07-25,305.67
2020-07-26,311.47
2020-07-27,322.39
2020-07-28,317.47
2020-07-29,318.27
2020-07-30,335.25
2020-07-31,346.81000000000000
2020-08-01,387.4100000000000
2020-08-02,371.93
2020-08-03,386.1
2020-08-04,389.79
2020-08-05,401.12
2020-08-06,395.07
2020-08-07,379.57
2020-08-08,397.56000000000000
2020-08-09,390.28
2020-08-10,395.84000000000000
2020-08-11,378.94
2020-08-12,387.19000000000000
2020-08-13,424.97
2020-08-14,438.51000000000000
2020-08-15,432.63
2020-08-16,433.85000000000000
2020-08-17,431.26000000000000
2020-08-18,422.38
2020-08-19,407.85
2020-08-20,416.04
2020-08-21,387.9800000000000
2020-08-22,395.46
2020-08-23,390.72
2020-08-24,408.03
2020-08-25,383.34
2020-08-26,386.02000000000000
2020-08-27,383.18
2020-08-28,395.54
2020-08-29,398.79
2020-08-30,429.04
2020-08-31,434.1000000000000
2020-09-01,475.81
2020-09-02,439.83
2020-09-03,382.46
2020-09-04,385.91
2020-09-05,335.24
2020-09-06,352.69
2020-09-07,353.7
2020-09-08,337.45
2020-09-09,351.15000000000000
2020-09-10,368.09
2020-09-11,373.99
2020-09-12,387.88
2020-09-13,366.33
2020-09-14,377.24
2020-09-15,364.19
2020-09-16,365.19
2020-09-17,389.49000000000000
2020-09-18,384.66
2020-09-19,385.36
2020-09-20,371.06000000000000
2020-09-21,340.19
2020-09-22,344.25
2020-09-23,320.19
2020-09-24,349.18
2020-09-25,352.02000000000000
2020-09-26,354.21
2020-09-27,357.67
2020-09-28,354.01000000000000
2020-09-29,359.92
2020-09-30,359.86
2020-10-01,353.09
2020-10-02,345.83
2020-10-03,346.32
2020-10-04,352.67
2020-10-05,353.84
2020-10-06,340.85
2020-10-07,341.91
2020-10-08,351.20000000000000
2020-10-09,365.41
2020-10-10,370.88
2020-10-11,374.4
2020-10-12,386.91
2020-10-13,381.41000000000000
2020-10-14,379.0400000000000
2020-10-15,377.82
2020-10-16,365.5800000000000
2020-10-17,368.53
2020-10-18,378.44
2020-10-19,379.41
2020-10-20,368.83
2020-10-21,391.46
2020-10-22,414.5
2020-10-23,409.57
2020-10-24,412.52000000000000
2020-10-25,406.3
2020-10-26,393.11
2020-10-27,403.74
2020-10-28,388.77
2020-10-29,387.54
2020-10-30,382.76
2020-10-31,388.86000000000000
